SG1,SG2,SG3,SG4,SG5,LVDT1,LVDT2,LVDT3,LVDT4,LVDT5,applied_load,crack_length
0.127242568,0.219704605,0.752986344,0.484483151,0.495539621,0.001768624,0.053486135,0.049482193,0.068952303,0.027550661,10,3
0.730233488,0.181697148,0.661127839,0.008783223,0.389833834,0.099587053,0.083990553,0.086209305,0.038934129,0.022292227,10,3
0.728495034,0.064021916,0.869949098,0.689648376,0.208052741,0.081535844,0.024089252,0.006946967,0.066171396,0.073128519,10,4
0.313330345,0.739541082,0.147037759,0.274683575,0.404487366,0.064949568,0.037778221,0.053891122,0.068646451,0.029323582,10,4
0.888937777,0.701071019,0.555109445,0.315309436,0.504228417,0.025832093,0.072951704,0.088840179,0.003602879,0.000408107,10,4
0.406776558,0.103335458,0.728009984,0.691527297,0.631236138,0.058772124,0.058409337,0.036745275,0.063992893,0.002696178,10,4
0.244318463,0.875674032,0.900826726,0.907782878,0.607736536,0.030773947,0.059285736,0.016473456,0.053420092,0.039412026,10,4
0.633028164,0.723745588,0.995559353,0.801230581,0.985926948,0.058301478,0.017913503,0.072627719,0.035456335,0.011118283,10,4
0.438799877,0.197027705,0.506159028,0.195777782,0.9644747,0.025021038,0.084756717,0.004982236,0.014813068,0.057141591,10,4
0.344535804,0.565933003,0.214957904,0.998967361,0.766572122,0.026477082,0.01054332,0.088569589,0.063059326,0.099171697,10,4
0.591566385,0.389073955,0.890671113,0.838617836,0.013860609,0.072280368,0.045546713,0.053269719,0.001611717,0.001481831,10,4
0.093622728,0.392631482,0.492868121,0.993512075,0.42523044,0.023220369,0.066708687,0.088876544,0.096177128,0.082278717,10,4
0.229324014,0.79213148,0.07812243,0.088750476,0.013958803,0.055061259,0.064634344,0.054866207,0.068272958,0.035702191,10,4
0.964983101,0.44635012,0.165113983,0.039206588,0.425326446,0.035479575,0.030210041,0.075897154,0.098555476,0.059233365,10,4
0.232012868,0.802260711,0.978868518,0.15506159,0.300062195,0.082700993,0.018293972,0.018463305,0.087532418,0.091326165,10,4
0.807189306,0.21013836,0.234064975,0.53951704,0.383134545,0.075185198,0.0318312,0.008579006,0.03122156,0.037735065,10,4
0.988702737,0.301937453,0.948962193,0.738039188,0.788535334,0.012758062,0.097427248,0.017352673,0.008116535,0.097343141,10,4
0.974679484,0.03775642,0.335319641,0.811258742,0.886949678,0.092083643,0.029265006,0.016155208,0.098018563,0.064395939,10,4
0.247244025,0.258589012,0.756997517,0.043616342,0.586783781,0.078736424,0.028082642,0.022603726,0.063812441,0.086042217,10,4
0.661671846,0.567962843,0.386023708,0.508818126,0.877893481,0.007331634,0.062656305,0.045398958,0.052720309,0.065733259,10,4
0.931533471,0.983191201,0.692317971,0.105930302,0.335988541,0.069344023,0.027767733,0.0948148,0.021398974,0.098170349,10,4
0.209818254,0.628134943,0.255163831,0.749903385,0.755510747,0.056591677,0.073883889,0.076815896,0.039709067,0.057455162,10,4
0.76360176,0.606414492,0.85600002,0.041633745,0.399246107,0.026879354,0.073147833,0.028153445,0.064873196,0.05288589,20,0
0.45357403,0.716413783,0.224779737,0.831486237,0.916876329,0.091464285,0.018602114,0.095486839,0.082984605,0.072440978,20,0
0.122139896,0.993546935,0.118272764,0.646383906,0.097886818,0.080586835,0.010006597,0.027289232,0.015984124,0.064622042,20,0
0.414102043,0.71943409,0.492900348,0.082830904,0.037277992,0.006703293,0.06946785,0.030670259,0.011735689,0.008134859,20,0
0.9625836,0.29886207,0.028178722,0.596457513,0.832745614,0.046305789,0.040465153,0.031499578,0.08894371,0.010185238,20,0
0.673697169,0.631984494,0.93550696,0.667450465,0.22532793,0.078844502,0.071781758,0.007222865,0.033684863,0.058835186,20,0
0.062943889,0.977714816,0.517764332,0.007524049,0.515789636,0.036446833,0.067028276,0.08995646,0.04529499,0.095428714,20,0
0.971799994,0.775971431,0.367921419,0.826111427,0.284325468,0.058295606,0.010374912,0.032653848,0.017636451,0.056621621,20,0
0.205524434,0.46029533,0.273259448,0.089049428,0.458364914,0.024847149,0.079687396,0.09420678,0.078085018,0.008034836,20,0
0.088226863,0.338052139,0.060352313,0.581366007,0.906960261,0.097599608,0.07764923,0.088345749,0.030417201,0.078056511,20,0
0.528577489,0.704301639,0.184649645,0.518931093,0.561473411,0.004171636,0.088118392,0.02362422,0.08573243,0.031040173,20,0
0.120650786,0.036294609,0.688908251,0.842905684,0.190070788,0.091493398,0.091619342,0.086441809,0.051633028,0.070100959,20,0
0.734246625,0.046840315,0.788826482,0.353203253,0.102238702,0.025276861,0.061336766,0.022765009,0.091343958,0.090143781,20,0
0.242965129,0.757730983,0.474391854,0.242006032,0.503205266,0.072738978,0.040094562,0.028066801,0.068288998,0.076079657,20,0
0.410097422,0.4822473,0.21364066,0.385088319,0.80285705,0.065993019,0.055455852,0.034267192,0.03485556,0.047394197,20,0
0.108442744,0.759459778,0.662940522,0.290113392,0.581130595,0.096623123,0.061574527,0.025424329,0.080687403,0.002909454,20,0
0.797433121,0.095412192,0.242007323,0.3126891,0.81203284,0.030497083,0.080708528,0.001349893,0.080926801,0.001086919,20,0
0.919427121,0.210709674,0.77886733,0.279694904,0.272707152,0.025933956,0.037155258,0.056811843,0.018385084,0.0272878,20,0
0.473410373,0.660782501,0.831568252,0.527679673,0.884511886,0.012735825,0.078355444,0.054370399,0.078994327,0.00607713,20,0
0.674011407,0.498029042,0.45540193,0.383265574,0.999384124,0.040939438,0.062617047,0.060197395,0.084049933,0.052725217,20,0
0.336735364,0.115821358,0.358308993,0.755052704,0.174189186,0.03643584,0.065785435,0.058079494,0.072915808,0.060967081,20,1
0.042524085,0.034611873,0.097516527,0.970179764,0.809843681,0.043183034,0.010938133,0.046557807,0.015921219,0.009023784,20,1
0.131925342,0.909960614,0.396018093,0.474900695,0.616139853,0.080862525,0.003556967,0.061936311,0.017950051,0.047197447,20,1
0.518801869,0.25120985,0.731986518,0.658888867,0.658527899,0.098400494,0.071677652,0.051586272,0.087504709,0.056737096,20,1
0.100533678,0.869779147,0.114720662,0.021788779,0.888373663,0.081808041,0.096962613,0.055735029,0.076484092,0.06014472,20,1
0.318341742,0.398281853,0.428515358,0.485035465,0.931216294,0.01035556,0.094140113,0.005387987,0.071853981,0.08566533,20,1
0.04318424,0.127914761,0.801028146,0.773374875,0.687125078,0.030440986,0.071679981,0.070301091,0.002367503,0.085268938,20,1
0.043582559,0.109945895,0.27001739,0.340652158,0.796648418,0.041247043,0.015840019,0.006309843,0.037711984,0.034143515,20,1
0.068136952,0.043462038,0.138754987,0.077251582,0.3957359,0.040285546,0.06712457,0.092931167,0.099121314,0.064827501,20,1
0.224886798,0.305579691,0.919687186,0.230112072,0.395055143,0.005946229,0.010081942,0.096867182,0.04208966,0.097880017,20,1
0.783050921,0.733929556,0.030222124,0.584694932,0.793680476,0.060977172,0.030430824,0.018879479,0.016396986,0.014585315,20,1
0.696521217,0.473476355,0.689867799,0.897457381,0.273404841,0.076392298,0.00343936,0.079050129,0.020206962,0.032117985,20,1
0.87124583,0.669378594,0.921540455,0.411389973,0.827999772,0.061031413,0.028599185,0.030865546,0.062659608,0.001119647,20,1
0.627054492,0.401582777,0.251919387,0.708572524,0.440639737,0.014806205,0.082479886,0.007778144,0.055278114,0.097359333,20,1
0.827311516,0.785533459,0.523332254,0.546932316,0.234104954,0.057264828,0.010465513,0.090681335,0.024749917,0.082678776,20,1
0.365283499,0.405460978,0.812099859,0.231318681,0.298750504,0.082341559,0.003610554,0.039528279,0.052489697,0.089214499,20,1
0.276370739,0.205079425,0.05314084,0.475362298,0.525774041,0.040478557,0.060531725,0.090022063,0.090972233,0.014951969,20,1
0.498971449,0.996575315,0.524744436,0.828864304,0.58944057,0.075001759,0.077190521,0.095746479,0.03100514,0.069254847,20,1
0.880448698,0.592324715,0.594250215,0.023669038,0.897616457,0.005061449,0.007983073,0.053988656,0.023726869,0.070526492,20,1
0.437860717,0.249584152,0.742959652,0.306584349,0.990364215,0.034986588,0.097070686,0.021359551,0.014558391,0.092076865,20,1
0.682831047,0.577976578,0.855434032,0.835808664,0.306922287,0.099741059,0.020820023,0.097924355,0.056874629,0.012001615,20,2
0.748881106,0.135200617,0.186702268,0.281373109,0.613376984,0.099240234,0.057844065,0.076906338,0.030383395,0.008482263,20,2
0.486514922,0.770340472,0.567591956,0.585279008,0.882031497,0.023912727,0.041007099,0.081836483,0.07171648,0.008765691,20,2
0.689973178,0.29115671,0.317980268,0.406422057,0.813793645,0.028602793,0.0201693,0.072005807,0.060228324,0.08333927,20,2
0.241474925,0.251874859,0.556852967,0.307387104,0.857283727,0.079509664,0.089013485,0.030459226,0.091579726,0.036132929,20,2
0.298494102,0.069891365,0.274336645,0.847336103,0.558708607,0.035940586,0.078870865,0.062997504,0.051089969,0.041271672,20,2
0.727149933,0.684303326,0.787746478,0.760911006,0.152808173,0.094121497,0.055259898,0.074504875,0.082906376,0.089306858,20,2
0.047609773,0.888224676,0.574675759,0.723859975,0.696365997,0.054055643,0.019010995,0.003641099,0.033002165,0.06632302,20,2
0.628047126,0.477072681,0.844783775,0.61514979,0.514323254,0.073204177,0.088626456,0.027412738,0.002872017,0.066530075,20,2
0.263119531,0.630867203,0.659712466,0.72985711,0.359066964,0.076305611,0.035772296,0.058681631,0.055228091,0.061232155,20,2
0.292947295,0.585205833,0.600819026,0.747568501,0.80637081,0.006724544,0.005211914,0.034019465,0.060383792,0.011448668,20,2
0.074928173,0.105246651,0.955195651,0.189691024,0.769662375,0.026087113,0.091920283,0.004052786,0.049144866,0.040070606,20,2
0.350914943,0.049026322,0.59999257,0.793335503,0.762094754,0.035775122,0.096298596,0.06028591,0.086293359,0.077446207,20,2
0.452341581,0.84752259,0.240569487,0.32923343,0.156633079,0.060802415,0.048055148,0.034485419,0.089230585,0.025708445,20,2
0.566767798,0.047677604,0.163308804,0.239995055,0.018239145,0.075021561,0.071787259,0.015777563,0.093356445,0.030407705,20,2
0.391919152,0.127447935,0.71512476,0.910477878,0.282000882,0.073986256,0.0597867,0.025962859,0.043638894,0.050526164,20,2
0.107840048,0.70514538,0.766026893,0.266422558,0.415374909,0.061651281,0.079591613,0.090341821,0.003859404,0.075356151,20,2
0.561783627,0.125462515,0.707553003,0.227296427,0.724310883,0.06940669,0.032782884,0.059004221,0.069372214,0.090172339,20,2
0.229159711,0.651837932,0.762651886,0.783768238,0.448167932,0.017942345,0.034399618,0.088581187,0.088439254,0.023427502,20,2
0.733940937,0.403999533,0.795834041,0.659295634,0.122733141,0.008793941,0.018726375,0.079695939,0.086896432,0.075365376,20,2
0.020540699,0.248452142,0.392382962,0.275543708,0.267712746,0.058186779,0.075166764,0.084152009,0.056721278,0.01799171,20,3
0.303781411,0.321545237,0.935558848,0.435108024,0.112907327,0.068437752,0.027909742,0.035458566,0.005091866,0.055439367,20,3
0.695830975,0.550684891,0.955666442,0.675505804,0.866480551,0.077253251,0.085192136,0.063636293,0.055960784,0.021661071,20,3
0.060123445,0.361067967,0.800282903,0.307344424,0.629898334,0.00807989,0.08724062,0.072760367,0.011551677,0.040149624,20,3
0.852404669,0.780711508,0.894625446,0.900295968,0.308344867,0.009766122,0.021914248,0.08590441,0.057657313,0.031555921,20,3
0.752793098,0.471899826,0.519014474,0.853233313,0.375791453,0.036506414,0.061001342,0.055906317,0.058818897,0.079705195,20,3
0.067719656,0.341653866,0.164843599,0.78117265,0.627044421,0.084930577,0.030292963,0.072245105,0.051664065,0.075788879,20,3
0.358380171,0.970916695,0.011133367,0.002118844,0.71465395,0.002808931,0.030467013,0.086315077,0.028799618,0.017967712,20,3
0.672579309,0.439755544,0.671934691,0.22810295,0.719923799,0.072004025,0.002724112,0.014547633,0.055084593,0.062907982,20,3
0.471379322,0.009026467,0.617632315,0.997212538,0.235605518,0.078567125,0.070512643,0.058275851,0.086650538,0.061148033,20,3
0.140976812,0.366363337,0.101256496,0.384270267,0.794062397,0.036585297,0.054889686,0.045095975,0.096193132,0.027084997,20,3
0.657848115,0.758954969,0.309689074,0.154922661,0.172250485,0.081387728,0.054518427,0.008607314,0.062080698,0.046041524,20,3
0.371739297,0.87636772,0.992876883,0.06566713,0.81200187,0.039507933,0.033872276,0.039557985,0.01215904,0.072406562,20,3
0.454747027,0.730628845,0.530518977,0.608156934,0.178285558,0.092111662,0.070683549,0.061284344,0.064581063,0.092978777,20,3
0.614235199,0.849034147,0.110036926,0.403673915,0.693349786,0.049565007,0.092042766,0.03538681,0.045247086,0.04049341,20,3
0.798954081,0.092812315,0.646733944,0.465810864,0.894590099,0.043446332,0.057754028,0.038546612,0.047873343,0.036253591,20,3
0.561971679,0.235408187,0.308115422,0.192043018,0.602304251,0.008815826,0.039619228,0.099096549,0.007805737,0.032936808,20,3
0.419899757,0.679063444,0.026234349,0.247049825,0.119290531,0.029952465,0.07539923,0.014256223,0.036925542,0.050535882,20,3
0.076716657,0.083136575,0.792118716,0.713255711,0.579457484,0.08817299,0.034834864,0.003452204,0.063770064,0.009375374,20,3
0.47822766,0.852397509,0.124884239,0.301691931,0.111329234,0.06636012,0.075992076,0.039033825,0.015683057,0.037752947,20,3
0.660476442,0.788953456,0.642731168,0.667544266,0.812862616,0.03477746,0.014690216,0.083324062,0.074788534,0.001245275,20,4
0.440874426,0.161346445,0.612497654,0.494219,0.593248745,0.068656944,0.021270453,0.049216535,0.011349529,0.069470084,20,4
0.622790738,0.293954294,0.970996705,0.640158118,0.211372288,0.014956054,0.036112264,0.089253513,0.061020465,0.06930626,20,4
0.945389838,0.730666855,0.337749432,0.892615829,0.388719814,0.088117861,0.05172887,0.026300036,0.08044993,0.013354812,20,4
0.671682038,0.140735084,0.027348856,0.269760939,0.112746819,0.073875312,0.052851367,0.065097241,0.009991977,0.032920657,20,4
0.730958699,0.606519285,0.763068092,0.14083316,0.849958985,0.053090169,0.093189401,0.063197325,0.015766689,0.056587502,20,4
0.082499083,0.346850121,0.139761803,0.078851423,0.491717457,0.006942106,0.060523183,0.056529455,0.094753422,0.05468808,20,4
0.901133883,0.70990674,0.008241061,0.964893008,0.665992083,0.072103893,0.082709609,0.059698963,0.06409217,0.04110137,20,4
0.93274507,0.462597146,0.688698282,0.350730343,0.446138978,0.090733498,0.046802535,0.085139843,0.086915933,0.025176451,20,4
0.421645777,0.384012253,0.884646202,0.764967397,0.835086868,0.084334091,0.007916137,0.021204806,0.016597665,0.005463572,20,4
0.779894758,0.89606007,0.466107203,0.71957716,0.572757112,0.051507179,0.065668124,0.082910243,0.06830452,0.04808488,20,4
0.269232296,0.246487831,0.515415475,0.021512541,0.450652598,0.030208046,0.082713324,0.064221524,0.032101405,0.019445832,20,4
0.920878397,0.595896403,0.984237559,0.695399504,0.196172855,0.007778668,0.027776998,0.002488914,0.038036913,0.055144201,20,4
0.77269838,0.087085315,0.149469735,0.217890262,0.312297781,0.024136793,0.00569626,0.022139561,0.049404837,0.05114926,20,4
0.880424085,0.949555942,0.027612512,0.000213207,0.957332977,0.002312632,0.08108682,0.048592208,0.026601239,0.03315071,20,4
0.806957078,0.363344105,0.105949688,0.411921183,0.045058915,0.028519764,0.020156309,0.077178274,0.056188064,0.042877893,20,4
0.671297462,0.364833905,0.585133702,0.512616567,0.291607722,0.031109518,0.069069527,0.01578435,0.062747625,0.051100098,20,4
0.014794204,0.013357278,0.477588132,0.512592003,0.779719068,0.072471931,0.059474741,0.09294423,0.053031795,0.075234683,20,4
0.30607157,0.892707319,0.671409598,0.743880039,0.216205251,0.076889886,0.03007613,0.092617244,0.024444813,0.024426596,20,4
0.335828121,0.06769283,0.731244579,0.861042966,0.648935162,0.099178362,0.061689139,0.01554247,0.008756636,0.062112911,20,4
0.711423075,0.519363877,0.174213421,0.049012695,0.750911356,0.071421528,0.080478286,0.080232673,0.026524298,0.021130158,30,0
0.062119052,0.037881843,0.181017774,0.458695471,0.898729561,0.00785726,0.085261622,0.043500182,0.024884731,0.001548596,30,0
0.166094556,0.941907264,0.645604096,0.438764084,0.841405166,0.060467669,0.004343321,0.049988946,0.017784098,0.035359692,30,0
0.5419818,0.549854751,0.236352498,0.065934423,0.561186608,0.089305233,0.049662448,0.060064762,0.081645932,0.077517007,30,0
0.780541217,0.184110175,0.773405188,0.459065715,0.354351749,0.067190298,0.044327807,0.0615162,0.091502197,0.073109055,30,0
0.483681867,0.779332811,0.03406113,0.079026517,0.477741436,0.001195502,0.000918132,0.087940095,0.043556755,0.028269951,30,0
0.837648235,0.214391768,0.619742814,0.662724197,0.643828663,0.097703678,0.003677832,0.031003639,0.006178949,0.054544145,30,0
0.162099892,0.685289473,0.357301119,0.054451559,0.697782802,0.009053712,0.070072648,0.001002987,0.074777764,0.021239438,30,0
0.563855672,0.197376342,0.852138543,0.991791282,0.568127583,0.094989842,0.019413124,0.089178994,0.029827365,0.024737413,30,0
0.902322446,0.077913144,0.923461244,0.519144176,0.423102954,0.077727023,0.093968592,0.036169861,0.062828493,0.049168436,30,0
0.218006453,0.497041436,0.331420493,0.034432293,0.273401886,0.066081043,0.088877968,0.061299207,0.005590447,0.013663042,30,0
0.181785106,0.086355853,0.982323383,0.483408177,0.977586017,0.029686707,0.020024115,0.073777991,0.079528009,0.018611811,30,0
0.928315724,0.80858784,0.414811863,0.522670173,0.311871134,0.022502447,0.013317409,0.05820995,0.040059163,0.026397618,30,0
0.802608959,0.641607425,0.415053342,0.893772993,0.760467683,0.000376579,0.074124073,0.042315012,0.058323221,0.091586173,30,0
0.43817192,0.191948397,0.208795117,0.452023898,0.154383299,0.032884034,0.052988738,0.097830731,0.050820549,0.039791956,30,0
0.826317297,0.011554305,0.487702868,0.870985492,0.175798773,0.073906829,0.055720412,0.001355689,0.039132946,0.034173069,30,0
